1	10	001	002	003	004	005	006	007	008	009	010	011	012	013	014	015	016	017	018	019	020
2	20	025	026	027	028	029	030	031	032	033	034	035	036	037	038
3	30	040	041	042	043	044	045	046	047	048	049	050	051	052	053	054	055	056	057	058	059	060	061	062	063
4	40	064	065	066	067	069
5	50	080
6	60	090	091	092	093	094	095	096	097	098	099	100	101	102	103	104	105	106	107	108	109	110	111
